Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,3948,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1640,Cocoa beans,2023,2023,ha,3648872,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1460,"Coconuts, in shell",2023,2023,ha,41000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1610,"Coffee, green",2023,2023,ha,332249,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,4264,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,2498,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,22000,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1193,Fonio,2023,2023,ha,14558,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1657,"Ginger, raw",2023,2023,ha,527,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1290.01,Green corn (maize),2023,2023,ha,76335,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,165000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1499.01,Karite nuts (sheanuts),2023,2023,ha,23724,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1379.02,Kola nuts,2023,2023,ha,83585,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,112,Maize (corn),2023,2023,ha,540000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,350278,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,118,Millet,2023,2023,ha,75000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1950.01,Natural rubber in primary forms,2023,2023,ha,993580,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1491.01,Oil palm fruit,2023,2023,ha,422097,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1239.01,Okra,2023,2023,ha,58322,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1253.01,"Onions and shallots, green",2023,2023,ha,882,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1323,Oranges,2023,2023,ha,3303,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1714,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,3557,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,4204,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,8097,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,43080,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,20325,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,1126,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,41375,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,18822,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1317,Papayas,2023,2023,ha,5865,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,407,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1318,Pineapples,2023,2023,ha,565,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,601558,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,4581,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1510,Potatoes,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,2006,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,113,Rice,2023,2023,ha,723509,A,Official figure,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,410683,A,Official figure,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1444,Sesame seed,2023,2023,ha,15014,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,114,Sorghum,2023,2023,ha,100000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,141,Soya beans,2023,2023,ha,389,E,Estimated value,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1241.01,String beans,2023,2023,ha,1515,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1802,Sugar cane,2023,2023,ha,26434,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,34957,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1550,Taro,2023,2023,ha,74918,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1234,Tomatoes,2023,2023,ha,5128,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,15934,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,384,Côte d'Ivoire,5312,Area harvested,1540,Yams,2023,2023,ha,1381621,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,1070,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1341,Apples,2023,2023,ha,3650,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1343,Apricots,2023,2023,ha,310,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1211,Asparagus,2023,2023,ha,160,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1311,Avocados,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1312,Bananas,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,115,Barley,2023,2023,ha,72630,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1355.01,Blueberries,2023,2023,ha,370,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,2670,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1243,"Broad beans and horse beans, green",2023,2023,ha,80,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1212,Cabbages,2023,2023,ha,1260,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,170,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,400,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,140,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,940,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1344.02,Cherries,2023,2023,ha,880,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1373,"Chestnuts, in shell",2023,2023,ha,430,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,520,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,120,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,70,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1315,Figs,2023,2023,ha,500,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1929.01,"Flax, raw or retted",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1330,Grapes,2023,2023,ha,19830,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1252,Green garlic,2023,2023,ha,240,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1374,"Hazelnuts, in shell",2023,2023,ha,8700,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1659,Hop cones,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,110,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,60,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,250,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,112,Maize (corn),2023,2023,ha,269090,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1199.02,Mixed grain,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,117,Oats,2023,2023,ha,13150,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1450,Olives,2023,2023,ha,20790,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,660,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1323,Oranges,2023,2023,ha,30,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,430,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,1460,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,2560,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,30,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,590,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,500,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1342.01,Pears,2023,2023,ha,590,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1705,"Peas, dry",2023,2023,ha,1290,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1242,"Peas, green",2023,2023,ha,390,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,3870,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1510,Potatoes,2023,2023,ha,7230,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,450,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,15210,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1353.01,Raspberries,2023,2023,ha,90,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,113,Rice,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,116,Rye,2023,2023,ha,1740,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1344.01,Sour cherries,2023,2023,ha,1970,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,141,Soya beans,2023,2023,ha,76690,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1215,Spinach,2023,2023,ha,30,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1354,Strawberries,2023,2023,ha,240,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1801,Sugar beet,2023,2023,ha,8010,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,59900,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,1900,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1234,Tomatoes,2023,2023,ha,440,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1191,Triticale,2023,2023,ha,9190,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1929.02,"True hemp, raw or retted",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,2280,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,8650,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,1221,Watermelons,2023,2023,ha,920,A,Official figure,
QCL,Crops and livestock products,191,Croatia,5312,Area harvested,111,Wheat,2023,2023,ha,172850,A,Official figure,
QCL,Crops and livestock products,192,Cuba,5312,Area harvested,1929.06,"Agave fibres, raw, n.e.c.",2023,2023,ha,7873,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5312,Area harvested,1311,Avocados,2023,2023,ha,276,E,Estimated value,
QCL,Crops and livestock products,192,Cuba,5312,Area harvested,1312,Bananas,2023,2023,ha,13170,A,Official figure,
QCL,Crops and livestock products,192,Cuba,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,44380,A,Official figure,
QCL,Crops and livestock products,192,Cuba,5312,Area harvested,1212,Cabbages,2023,2023,ha,2234,I,Value imputed by a receiving agency,
